연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2021,03,시군,경기도 김포시 ,480275,55429,48432,52833,76700,90022,67621,50872,25999,10746,1568,53,240514,28198,24722,27181,37635,46856,34553,24775,12147,4063,370,14,239761,27231,23710,25652,39065,43166,33068,26097,13852,6683,1198,39
2021,03,읍면동,경기도 김포시 고촌읍 ,46957,6409,4472,4382,8639,8909,5935,5038,2199,829,137,8,23426,3339,2328,2179,4117,4631,2942,2426,1122,313,28,1,23531,3070,2144,2203,4522,4278,2993,2612,1077,516,109,7
2021,03,읍면동,경기도 김포시 구래동 ,42792,6461,3699,5539,9991,8244,3986,2967,1388,445,70,2,21323,3263,1811,2659,5028,4479,1928,1341,632,167,14,1,21469,3198,1888,2880,4963,3765,2058,1626,756,278,56,1
2021,03,읍면동,경기도 김포시 김포본동,61913,6012,6400,7899,8369,10803,10428,6797,3432,1569,200,4,30482,2992,3269,4191,4040,5309,5168,3372,1501,587,52,1,31431,3020,3131,3708,4329,5494,5260,3425,1931,982,148,3
2021,03,읍면동,경기도 김포시 대곶면 ,9771,327,524,913,848,1239,2162,2097,1058,516,86,1,5714,177,284,572,539,790,1380,1211,534,206,21,0,4057,150,240,341,309,449,782,886,524,310,65,1
2021,03,읍면동,경기도 김포시 마산동 ,34364,5398,2984,3025,7592,6722,3368,2981,1698,509,85,2,17016,2746,1496,1473,3769,3626,1611,1288,791,193,22,1,17348,2652,1488,1552,3823,3096,1757,1693,907,316,63,1
2021,03,읍면동,경기도 김포시 사우동 ,22798,1566,2081,3179,2840,3759,4229,2871,1503,677,87,6,11443,830,1096,1686,1470,1917,2110,1385,678,254,17,0,11355,736,985,1493,1370,1842,2119,1486,825,423,70,6
2021,03,읍면동,경기도 김포시 양촌읍 ,28968,2300,2510,2948,3857,4831,4999,4304,2152,915,148,4,15277,1148,1298,1605,2142,2735,2747,2215,1022,334,29,2,13691,1152,1212,1343,1715,2096,2252,2089,1130,581,119,2
2021,03,읍면동,경기도 김포시 운양동 ,49665,7556,5261,4609,9107,10882,5659,3891,1947,650,103,0,24310,3853,2697,2231,4134,5671,2788,1744,909,256,27,0,25355,3703,2564,2378,4973,5211,2871,2147,1038,394,76,0
2021,03,읍면동,경기도 김포시 월곶면 ,5493,141,242,520,399,600,1147,1302,708,354,77,3,3025,67,118,322,231,373,662,715,388,133,16,0,2468,74,124,198,168,227,485,587,320,221,61,3
2021,03,읍면동,경기도 김포시 장기동 ,41217,5658,5042,3968,6711,9061,4861,3356,1806,663,88,3,20219,2894,2464,2039,3167,4630,2448,1520,802,239,15,1,20998,2764,2578,1929,3544,4431,2413,1836,1004,424,73,2
2021,03,읍면동,경기도 김포시 장기본동,39134,4928,5497,3946,5566,8406,5069,3205,1757,667,91,2,19100,2463,2792,1988,2567,4137,2573,1483,807,267,22,1,20034,2465,2705,1958,2999,4269,2496,1722,950,400,69,1
2021,03,읍면동,경기도 김포시 통진읍 ,26865,1660,2295,3298,2912,4014,5160,4260,2044,1057,160,5,14363,851,1248,1986,1634,2249,2788,2263,927,370,45,2,12502,809,1047,1312,1278,1765,2372,1997,1117,687,115,3
2021,03,읍면동,경기도 김포시 풍무동 ,62176,6749,6983,7805,9215,11684,8939,6026,3272,1340,156,7,30373,3434,3576,3766,4405,5771,4451,2854,1543,533,38,2,31803,3315,3407,4039,4810,5913,4488,3172,1729,807,118,5
2021,03,읍면동,경기도 김포시 하성면 ,8162,264,442,802,654,868,1679,1777,1035,555,80,6,4443,141,245,484,392,538,957,958,491,211,24,2,3719,123,197,318,262,330,722,819,544,344,56,4
2021,03,시군,경기도 남양주시,720282,64864,77688,85568,89817,131124,118456,85661,45120,19150,2702,132,358682,33388,39900,44587,44317,65762,60460,41783,20602,7230,623,30,361600,31476,37788,40981,45500,65362,57996,43878,24518,11920,2079,102
2021,03,읍면동,경기도 남양주시 금곡동,18744,699,1180,2452,2081,2241,3839,3618,1633,870,126,5,9582,359,624,1364,1191,1188,1924,1834,766,302,29,1,9162,340,556,1088,890,1053,1915,1784,867,568,97,4
2021,03,읍면동,경기도 남양주시 다산1동 ,80129,10533,8423,9204,13396,15730,10542,7188,3503,1401,201,8,39391,5368,4227,4581,6371,8046,5211,3353,1685,516,32,1,40738,5165,4196,4623,7025,7684,5331,3835,1818,885,169,7
2021,03,읍면동,경기도 남양주시 다산2동 ,36061,4766,3765,3799,5744,7304,5157,3468,1414,553,88,3,17590,2437,1937,1912,2620,3686,2522,1601,651,204,19,1,18471,2329,1828,1887,3124,3618,2635,1867,763,349,69,2
2021,03,읍면동,경기도 남양주시 별내동,74707,8501,6892,9017,12007,13456,11055,8458,3679,1403,221,18,36361,4328,3401,4485,5805,6723,5282,4051,1764,476,42,4,38346,4173,3491,4532,6202,6733,5773,4407,1915,927,179,14
2021,03,읍면동,경기도 남양주시 별내면,19740,1200,1925,2510,1803,3251,3628,2787,1729,782,105,20,9866,613,1041,1258,935,1637,1884,1351,777,331,34,5,9874,587,884,1252,868,1614,1744,1436,952,451,71,15
2021,03,읍면동,경기도 남양주시 수동면,8973,334,529,812,742,1037,1779,1957,1129,517,130,7,4696,184,297,471,407,570,982,1020,551,190,22,2,4277,150,232,341,335,467,797,937,578,327,108,5
2021,03,읍면동,경기도 남양주시 양정동,4509,158,187,519,482,468,892,1071,480,226,22,4,2564,77,93,311,298,299,508,642,236,93,7,0,1945,81,94,208,184,169,384,429,244,133,15,4
2021,03,읍면동,경기도 남양주시 오남읍,53525,3899,6577,6729,5363,10131,9672,5873,3516,1565,196,4,26946,2033,3362,3611,2718,5050,5134,2879,1522,591,45,1,26579,1866,3215,3118,2645,5081,4538,2994,1994,974,151,3
2021,03,읍면동,경기도 남양주시 와부읍,61734,3966,7313,7757,5928,10897,11122,7746,4742,1968,283,12,30474,2070,3752,4116,2935,5174,5618,3725,2210,794,77,3,31260,1896,3561,3641,2993,5723,5504,4021,2532,1174,206,9
2021,03,읍면동,경기도 남양주시 조안면,4181,196,244,408,423,505,780,876,482,226,38,3,2165,99,118,228,222,269,426,457,245,92,6,3,2016,97,126,180,201,236,354,419,237,134,32,0
2021,03,읍면동,경기도 남양주시 진건읍,24044,993,1876,3263,2305,3266,5131,4132,1971,968,136,3,12487,554,949,1808,1264,1744,2712,2181,890,359,26,0,11557,439,927,1455,1041,1522,2419,1951,1081,609,110,3
2021,03,읍면동,경기도 남양주시 진접읍,92897,8138,11381,10628,10141,17299,15215,11217,5965,2584,317,12,46857,4228,5885,5625,5035,8681,8084,5579,2676,979,84,1,46040,3910,5496,5003,5106,8618,7131,5638,3289,1605,233,11
2021,03,읍면동,경기도 남양주시 퇴계원읍,29517,1713,2554,4055,3313,4238,5676,4625,2234,989,111,9,14712,852,1332,2153,1756,2126,2719,2340,1037,364,30,3,14805,861,1222,1902,1557,2112,2957,2285,1197,625,81,6
2021,03,읍면동,경기도 남양주시 평내동,36571,3222,4935,4560,4276,7346,5868,3490,1900,864,108,2,18004,1630,2534,2304,2111,3578,3009,1660,836,316,26,0,18567,1592,2401,2256,2165,3768,2859,1830,1064,548,82,2
2021,03,읍면동,경기도 남양주시 호평동,56075,6271,7113,6001,7345,11728,8140,5050,3065,1163,191,8,27353,3241,3664,3092,3427,5676,4141,2281,1331,455,44,1,28722,3030,3449,2909,3918,6052,3999,2769,1734,708,147,7
2021,03,읍면동,경기도 남양주시 화도읍,104062,8651,11473,12252,12286,19687,17631,12180,6831,2687,371,13,52120,4487,5986,6421,6126,9992,9112,5863,3024,1015,91,3,51942,4164,5487,5831,6160,9695,8519,6317,3807,1672,280,10
2021,03,읍면동,경기도 남양주시 화도읍동부출장소,14813,1624,1321,1602,2182,2540,2329,1925,847,384,58,1,7514,828,698,847,1096,1323,1192,966,401,153,9,1,7299,796,623,755,1086,1217,1137,959,446,231,49,0
2021,03,시군,경기도 동두천시,93351,6125,8490,11185,10053,14079,16326,13375,8653,4458,580,27,46621,3163,4274,6093,5198,7287,8589,6591,3636,1630,157,3,46730,2962,4216,5092,4855,6792,7737,6784,5017,2828,423,24
2021,03,읍면동,경기도 동두천시 보산동,2941,142,203,325,283,367,553,514,361,175,18,0,1428,65,94,195,146,187,269,271,142,55,4,0,1513,77,109,130,137,180,284,243,219,120,14,0
2021,03,읍면동,경기도 동두천시 불현동,27245,1871,2574,3470,2949,4084,4899,3797,2302,1155,140,4,13443,948,1289,1847,1500,2041,2516,1880,963,419,39,1,13802,923,1285,1623,1449,2043,2383,1917,1339,736,101,3
2021,03,읍면동,경기도 동두천시 상패동,5341,256,286,594,624,637,976,961,621,324,59,3,2851,145,140,339,366,374,555,518,284,116,13,1,2490,111,146,255,258,263,421,443,337,208,46,2
2021,03,읍면동,경기도 동두천시 생연1동 ,6879,483,572,758,767,932,1218,1112,637,364,35,1,3438,259,278,420,394,493,632,551,265,133,13,0,3441,224,294,338,373,439,586,561,372,231,22,1
2021,03,읍면동,경기도 동두천시 생연2동 ,11945,749,1232,1328,1190,1898,2023,1674,1153,632,65,1,5875,402,629,735,593,964,1058,779,455,245,15,0,6070,347,603,593,597,934,965,895,698,387,50,1
2021,03,읍면동,경기도 동두천시 소요동,8716,403,506,910,784,1138,1577,1656,1098,567,68,9,4536,204,268,533,428,658,865,839,517,204,20,0,4180,199,238,377,356,480,712,817,581,363,48,9
2021,03,읍면동,경기도 동두천시 송내동,25300,2077,2914,3309,3030,4461,4064,2595,1848,880,120,2,12443,1060,1470,1748,1532,2230,2107,1179,739,350,28,0,12857,1017,1444,1561,1498,2231,1957,1416,1109,530,92,2
2021,03,읍면동,경기도 동두천시 중앙동,4984,144,203,491,426,562,1016,1066,633,361,75,7,2607,80,106,276,239,340,587,574,271,108,25,1,2377,64,97,215,187,222,429,492,362,253,50,6
2021,03,시군,경기도 부천시 ,813178,55709,69442,116325,114266,127856,146293,113243,46702,20100,3098,144,403374,28647,35611,60003,58805,64449,70956,55855,21562,6736,712,38,409804,27062,33831,56322,55461,63407,75337,57388,25140,13364,2386,106
2021,03,읍면동,경기도 부천시 대산동 ,81435,4555,6281,11604,11062,12260,14598,12657,5682,2363,357,16,40334,2351,3239,6134,5905,6218,6961,6002,2588,859,73,4,41101,2204,3042,5470,5157,6042,7637,6655,3094,1504,284,12
2021,03,읍면동,경기도 부천시 범안동 ,95626,9525,9258,11302,14106,17336,14309,11843,5257,2290,379,21,46847,4880,4616,5830,6871,8824,6840,5668,2440,780,90,8,48779,4645,4642,5472,7235,8512,7469,6175,2817,1510,289,13
2021,03,읍면동,경기도 부천시 부천동 ,89567,5449,7127,12818,11923,13773,16435,13389,5847,2472,314,20,44854,2800,3711,6702,6225,7190,8101,6475,2688,862,94,6,44713,2649,3416,6116,5698,6583,8334,6914,3159,1610,220,14
2021,03,읍면동,경기도 부천시 상동,86126,7809,9803,12093,12453,15200,15246,9054,2934,1290,238,6,42317,3980,5009,6183,5973,7157,7391,4757,1406,407,51,3,43809,3829,4794,5910,6480,8043,7855,4297,1528,883,187,3
2021,03,읍면동,경기도 부천시 성곡동 ,83257,4371,6936,12546,9622,12357,16885,12234,5402,2541,353,10,41696,2205,3623,6615,5151,6285,8458,6105,2357,812,84,1,41561,2166,3313,5931,4471,6072,8427,6129,3045,1729,269,9
2021,03,읍면동,경기도 부천시 소사본동,56780,3716,4290,7814,8129,7839,10131,9155,3897,1564,230,15,28041,1909,2151,4072,4298,3915,4765,4435,1888,549,56,3,28739,1807,2139,3742,3831,3924,5366,4720,2009,1015,174,12
2021,03,읍면동,경기도 부천시 신중동 ,130806,9660,11233,19361,21418,20477,22658,16995,5851,2650,484,19,63203,4977,5684,9456,10600,9761,10468,8579,2721,853,100,4,67603,4683,5549,9905,10818,10716,12190,8416,3130,1797,384,15
2021,03,읍면동,경기도 부천시 심곡동 ,63827,2998,3848,10106,9427,9476,11584,9788,4596,1742,251,11,32424,1595,1961,5165,5172,5196,5816,4705,2154,615,43,2,31403,1403,1887,4941,4255,4280,5768,5083,2442,1127,208,9
2021,03,읍면동,경기도 부천시 오정동 ,84109,4909,6846,12602,10705,12813,16793,12123,4856,2148,299,15,43047,2540,3622,6743,5824,6789,8478,6144,2170,667,67,3,41062,2369,3224,5859,4881,6024,8315,5979,2686,1481,232,12
2021,03,읍면동,경기도 부천시 중동,41645,2717,3820,6079,5421,6325,7654,6005,2380,1040,193,11,20611,1410,1995,3103,2786,3114,3678,2985,1150,332,54,4,21034,1307,1825,2976,2635,3211,3976,3020,1230,708,139,7
2021,03,시군,경기도 성남시 ,934308,67599,86844,131115,135757,155458,154987,115374,57793,25081,4090,210,462773,34573,44550,67166,69070,76761,77475,56487,26297,9327,1014,53,471535,33026,42294,63949,66687,78697,77512,58887,31496,15754,3076,157
2021,03,구,경기도 성남시 분당구 ,479988,39070,53169,65100,69089,85690,76506,50404,25508,13005,2371,76,232734,20050,27241,32723,33333,39895,37632,24617,11555,5018,652,18,247254,19020,25928,32377,35756,45795,38874,25787,13953,7987,1719,58
2021,03,읍면동,경기도 성남시 분당구 구미1동 ,17711,1324,1673,2718,2749,2932,2925,1872,937,484,95,2,8573,693,822,1318,1358,1394,1414,927,423,196,28,0,9138,631,851,1400,1391,1538,1511,945,514,288,67,2
2021,03,읍면동,경기도 성남시 분당구 구미동,31366,2202,2713,4523,4501,4945,5221,3619,2101,1251,281,9,15066,1086,1416,2299,2196,2289,2499,1801,914,469,96,1,16300,1116,1297,2224,2305,2656,2722,1818,1187,782,185,8
2021,03,읍면동,경기도 성남시 분당구 금곡동,28676,1910,2333,4029,4667,4348,4564,3555,1996,1075,197,2,13501,964,1160,1978,2253,2020,2138,1689,852,392,55,0,15175,946,1173,2051,2414,2328,2426,1866,1144,683,142,2
2021,03,읍면동,경기도 성남시 분당구 백현동,27554,2833,3080,3800,3728,4678,4808,2862,1204,475,84,2,13296,1453,1605,1882,1716,2212,2292,1391,570,149,26,0,14258,1380,1475,1918,2012,2466,2516,1471,634,326,58,2
2021,03,읍면동,경기도 성남시 분당구 분당동,26319,1983,2935,3702,3581,4578,4285,2940,1449,735,127,4,12943,1019,1541,1926,1803,2106,2081,1428,696,306,35,2,13376,964,1394,1776,1778,2472,2204,1512,753,429,92,2
2021,03,읍면동,경기도 성남시 분당구 삼평동,24788,2677,3049,3036,3548,4657,3970,2384,972,417,75,3,12078,1406,1527,1518,1606,2265,1994,1138,451,156,16,1,12710,1271,1522,1518,1942,2392,1976,1246,521,261,59,2
2021,03,읍면동,경기도 성남시 분당구 서현1동 ,32275,2437,4333,4555,4197,6261,5059,2822,1552,897,159,3,15582,1245,2206,2239,2021,2861,2530,1376,687,374,42,1,16693,1192,2127,2316,2176,3400,2529,1446,865,523,117,2
2021,03,읍면동,경기도 성남시 분당구 서현2동 ,18640,1408,2282,2736,2364,3232,3297,1964,836,442,78,1,9207,732,1202,1457,1184,1447,1621,986,395,166,17,0,9433,676,1080,1279,1180,1785,1676,978,441,276,61,1
2021,03,읍면동,경기도 성남시 분당구 수내1동 ,17989,1274,2204,2456,2419,3691,2867,1389,934,653,99,3,8570,663,1154,1182,1126,1625,1482,673,383,248,34,0,9419,611,1050,1274,1293,2066,1385,716,551,405,65,3
2021,03,읍면동,경기도 성남시 분당구 수내2동 ,10567,1168,1945,957,865,2600,1489,766,470,260,45,2,5125,563,972,507,357,1184,834,376,210,109,11,2,5442,605,973,450,508,1416,655,390,260,151,34,0
2021,03,읍면동,경기도 성남시 분당구 수내3동 ,14027,1039,2408,1849,1549,3138,2143,1128,493,241,38,1,6952,530,1264,950,776,1443,1122,546,224,86,11,0,7075,509,1144,899,773,1695,1021,582,269,155,27,1
2021,03,읍면동,경기도 성남시 분당구 야탑1동 ,17573,1288,1288,2721,2846,2734,2683,2301,1147,467,92,6,8699,648,678,1405,1433,1365,1263,1146,543,192,25,1,8874,640,610,1316,1413,1369,1420,1155,604,275,67,5
2021,03,읍면동,경기도 성남시 분당구 야탑2동 ,16697,1269,1763,2120,2077,2736,2579,2261,1187,597,105,3,7969,623,909,1035,970,1239,1249,1116,551,249,28,0,8728,646,854,1085,1107,1497,1330,1145,636,348,77,3
2021,03,읍면동,경기도 성남시 분당구 야탑3동 ,29005,2172,2042,4124,5313,4336,4537,3825,1729,773,143,11,14269,1125,1012,2131,2827,2195,2116,1821,778,236,28,0,14736,1047,1030,1993,2486,2141,2421,2004,951,537,115,11
2021,03,읍면동,경기도 성남시 분당구 운중동,21574,2169,2398,2443,3119,4040,3511,2500,943,382,68,1,10531,1123,1213,1238,1408,1947,1737,1240,474,138,13,0,11043,1046,1185,1205,1711,2093,1774,1260,469,244,55,1
2021,03,읍면동,경기도 성남시 분당구 이매1동 ,25874,2265,3119,3364,3586,4572,4178,2660,1372,618,135,5,12602,1184,1561,1739,1722,2107,2076,1310,624,242,35,2,13272,1081,1558,1625,1864,2465,2102,1350,748,376,100,3
2021,03,읍면동,경기도 성남시 분당구 이매2동 ,13633,1006,1840,1778,1322,2356,2406,1653,798,396,77,1,6677,524,991,913,602,1043,1192,845,382,167,17,1,6956,482,849,865,720,1313,1214,808,416,229,60,0
2021,03,읍면동,경기도 성남시 분당구 정자1동 ,30985,2023,3303,4707,4954,5940,4836,2548,1658,896,114,6,14613,1029,1616,2138,2288,2615,2442,1244,778,413,46,4,16372,994,1687,2569,2666,3325,2394,1304,880,483,68,2
2021,03,읍면동,경기도 성남시 분당구 정자2동 ,15815,906,1355,2048,2915,2629,2371,1771,1033,658,125,4,7497,499,729,1034,1459,1199,1123,849,398,177,29,1,8318,407,626,1014,1456,1430,1248,922,635,481,96,3
2021,03,읍면동,경기도 성남시 분당구 정자3동 ,15497,1323,1760,2003,2301,2813,2409,1456,803,522,106,1,7507,689,920,1041,1102,1314,1171,692,329,218,30,1,7990,634,840,962,1199,1499,1238,764,474,304,76,0
2021,03,읍면동,경기도 성남시 분당구 정자동,19673,1429,1917,3103,3441,3216,2939,2128,1018,407,71,4,9833,732,961,1653,1795,1529,1446,1032,479,187,18,1,9840,697,956,1450,1646,1687,1493,1096,539,220,53,3
2021,03,읍면동,경기도 성남시 분당구 판교동,23750,2965,3429,2328,3047,5258,3429,2000,876,359,57,2,11644,1520,1782,1140,1331,2496,1810,991,414,148,12,0,12106,1445,1647,1188,1716,2762,1619,1009,462,211,45,2
2021,03,구,경기도 성남시 수정구 ,238984,15427,17285,34975,35463,37099,40636,33761,17032,6325,906,75,120965,7806,8849,18384,18952,19644,20700,16375,7740,2284,207,24,118019,7621,8436,16591,16511,17455,19936,17386,9292,4041,699,51
2021,03,읍면동,경기도 성남시 수정구 고등동,8708,720,510,1394,1903,1088,1315,1058,520,171,28,1,4310,388,252,668,986,545,655,516,245,48,7,0,4398,332,258,726,917,543,660,542,275,123,21,1
2021,03,읍면동,경기도 성남시 수정구 단대동,15772,1056,1291,2139,2197,2440,2734,2171,1195,472,70,7,7802,542,680,1131,1131,1252,1339,1008,520,181,14,4,7970,514,611,1008,1066,1188,1395,1163,675,291,56,3
2021,03,읍면동,경기도 성남시 수정구 복정동,11081,707,476,2276,2579,2000,1355,1064,459,128,35,2,6107,360,246,1215,1533,1212,738,515,230,52,6,0,4974,347,230,1061,1046,788,617,549,229,76,29,2
2021,03,읍면동,경기도 성남시 수정구 산성동,8413,398,695,1056,1032,1395,1432,1295,808,267,32,3,4331,210,364,599,574,773,719,614,360,111,7,0,4082,188,331,457,458,622,713,681,448,156,25,3
2021,03,읍면동,경기도 성남시 수정구 수진1동 ,12619,369,659,1788,1465,1743,2531,2260,1248,459,74,23,6566,186,362,980,858,968,1375,1102,551,153,23,8,6053,183,297,808,607,775,1156,1158,697,306,51,15
2021,03,읍면동,경기도 성남시 수정구 수진2동 ,16028,785,1090,2342,2101,2274,2853,2612,1436,470,58,7,8053,377,573,1206,1154,1187,1433,1247,663,197,13,3,7975,408,517,1136,947,1087,1420,1365,773,273,45,4
2021,03,읍면동,경기도 성남시 수정구 시흥동,3151,161,148,516,515,422,467,533,279,93,14,3,1680,81,85,297,301,227,237,268,140,40,4,0,1471,80,63,219,214,195,230,265,139,53,10,3
2021,03,읍면동,경기도 성남시 수정구 신촌동,4748,502,453,733,880,771,598,505,212,77,17,0,2545,261,251,466,478,411,302,243,104,25,4,0,2203,241,202,267,402,360,296,262,108,52,13,0
2021,03,읍면동,경기도 성남시 수정구 신흥1동 ,13318,486,722,1987,1784,1996,2494,2246,1113,432,55,3,7025,250,383,1081,1049,1158,1387,1080,489,134,13,1,6293,236,339,906,735,838,1107,1166,624,298,42,2
2021,03,읍면동,경기도 성남시 수정구 신흥2동 ,20224,1768,1613,2645,3357,3082,3485,2739,1115,358,57,5,9919,865,803,1323,1718,1515,1657,1323,566,129,18,2,10305,903,810,1322,1639,1567,1828,1416,549,229,39,3
2021,03,읍면동,경기도 성남시 수정구 신흥3동 ,11259,429,631,1745,1546,1704,2154,1741,957,309,41,2,5887,209,340,909,892,953,1169,857,432,115,10,1,5372,220,291,836,654,751,985,884,525,194,31,1
2021,03,읍면동,경기도 성남시 수정구 양지동,9924,562,921,1373,1094,1635,1744,1430,821,300,43,1,4907,289,475,691,570,836,881,679,359,117,9,1,5017,273,446,682,524,799,863,751,462,183,34,0
2021,03,읍면동,경기도 성남시 수정구 위례동,45846,4948,4153,5645,7373,8091,7093,5422,2087,878,150,6,22412,2512,2035,2819,3485,4119,3431,2684,1006,288,31,2,23434,2436,2118,2826,3888,3972,3662,2738,1081,590,119,4
2021,03,읍면동,경기도 성남시 수정구 태평1동 ,15529,514,756,2812,2161,2133,2694,2448,1411,539,58,3,7958,268,381,1444,1214,1207,1405,1208,618,196,17,0,7571,246,375,1368,947,926,1289,1240,793,343,41,3
2021,03,읍면동,경기도 성남시 수정구 태평2동 ,15556,742,1067,2512,2144,2240,2785,2267,1230,501,62,6,7807,357,571,1321,1177,1171,1423,1072,533,173,8,1,7749,385,496,1191,967,1069,1362,1195,697,328,54,5
2021,03,읍면동,경기도 성남시 수정구 태평3동 ,13416,604,926,1951,1710,1976,2537,2139,1084,424,63,2,6878,310,457,1110,933,1045,1322,1076,458,151,15,1,6538,294,469,841,777,931,1215,1063,626,273,48,1
2021,03,읍면동,경기도 성남시 수정구 태평4동 ,13392,676,1174,2061,1622,2109,2365,1831,1057,447,49,1,6778,341,591,1124,899,1065,1227,883,466,174,8,0,6614,335,583,937,723,1044,1138,948,591,273,41,1
2021,03,구,경기도 성남시 중원구 ,215336,13102,16390,31040,31205,32669,37845,31209,15253,5751,813,59,109074,6717,8460,16059,16785,17222,19143,15495,7002,2025,155,11,106262,6385,7930,14981,14420,15447,18702,15714,8251,3726,658,48
2021,03,읍면동,경기도 성남시 중원구 금광1동 ,6932,406,437,942,1098,1019,1197,1100,480,197,23,33,3565,211,220,481,606,552,607,572,227,80,4,5,3367,195,217,461,492,467,590,528,253,117,19,28
2021,03,읍면동,경기도 성남시 중원구 금광2동 ,25433,1363,2005,3853,3678,3818,4352,3731,1852,692,86,3,12451,663,981,1862,1895,1948,2173,1790,859,261,19,0,12982,700,1024,1991,1783,1870,2179,1941,993,431,67,3
2021,03,읍면동,경기도 성남시 중원구 도촌동,27783,2828,2846,3325,4279,4971,4189,3237,1427,571,108,2,13494,1468,1472,1677,2063,2449,1951,1532,670,194,17,1,14289,1360,1374,1648,2216,2522,2238,1705,757,377,91,1
2021,03,읍면동,경기도 성남시 중원구 상대원1동,25736,1644,1800,3447,3989,3953,4579,3810,1774,651,87,2,13315,855,929,1865,2219,2180,2321,1881,820,226,18,1,12421,789,871,1582,1770,1773,2258,1929,954,425,69,1
2021,03,읍면동,경기도 성남시 중원구 상대원2동,13551,528,947,1734,1606,1932,2855,2344,1132,409,58,6,7052,276,475,941,897,1074,1557,1166,535,119,10,2,6499,252,472,793,709,858,1298,1178,597,290,48,4
2021,03,읍면동,경기도 성남시 중원구 상대원3동,12445,556,871,1785,1557,1768,2514,2022,965,351,55,1,6519,281,480,963,910,968,1303,1038,460,108,8,0,5926,275,391,822,647,800,1211,984,505,243,47,1
2021,03,읍면동,경기도 성남시 중원구 성남동,33834,1565,1933,5883,5839,4802,5504,4709,2493,957,141,8,17525,776,986,2972,3365,2665,2826,2371,1166,362,34,2,16309,789,947,2911,2474,2137,2678,2338,1327,595,107,6
2021,03,읍면동,경기도 성남시 중원구 은행1동 ,10556,654,1004,1798,1374,1606,1761,1324,722,285,28,0,5168,352,486,882,691,801,877,641,338,96,4,0,5388,302,518,916,683,805,884,683,384,189,24,0
2021,03,읍면동,경기도 성남시 중원구 은행2동 ,24236,1272,1937,3627,3033,3601,4423,3458,2019,775,89,2,12060,674,1020,1926,1655,1805,2200,1650,821,291,18,0,12176,598,917,1701,1378,1796,2223,1808,1198,484,71,2
2021,03,읍면동,경기도 성남시 중원구 중앙동,13739,855,855,1551,1869,2156,2564,2297,1146,394,51,1,7298,456,453,847,973,1227,1451,1215,520,144,12,0,6441,399,402,704,896,929,1113,1082,626,250,39,1
2021,03,읍면동,경기도 성남시 중원구 하대원동 ,21091,1431,1755,3095,2883,3043,3907,3177,1243,469,87,1,10627,705,958,1643,1511,1553,1877,1639,586,144,11,0,10464,726,797,1452,1372,1490,2030,1538,657,325,76,1
2021,03,읍면동,경기도 송탄출장소 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,03,시군,경기도 수원시 ,1185984,95345,117788,186757,177670,201650,196496,124098,56525,25500,3958,197,597390,49202,60988,98404,92437,101710,98074,61355,25305,8969,900,46,588594,46143,56800,88353,85233,99940,98422,62743,31220,16531,3058,151
2021,03,구,경기도 수원시 권선구 ,366553,31681,33140,54026,57280,61192,61860,41094,17433,7650,1146,51,185162,16322,17224,28280,29957,31701,30468,20318,7986,2642,251,13,181391,15359,15916,25746,27323,29491,31392,20776,9447,5008,895,38
2021,03,읍면동,경기도 수원시 권선구 곡선동,27413,1643,2218,5333,5241,4888,4616,2200,766,428,78,2,14767,852,1128,2849,3024,2750,2474,1189,337,148,16,0,12646,791,1090,2484,2217,2138,2142,1011,429,280,62,2
2021,03,읍면동,경기도 수원시 권선구 구운동,24653,1392,2042,3913,3237,3665,4816,3397,1427,665,96,3,12442,695,1050,2073,1739,1906,2377,1679,680,220,23,0,12211,697,992,1840,1498,1759,2439,1718,747,445,73,3
2021,03,읍면동,경기도 수원시 권선구 권선1동 ,24850,1274,1708,5071,4485,3683,4149,2855,1093,463,66,3,12690,663,905,2561,2423,1915,2087,1461,505,155,14,1,12160,611,803,2510,2062,1768,2062,1394,588,308,52,2
2021,03,읍면동,경기도 수원시 권선구 권선2동 ,49124,5534,5399,6638,7794,8949,7929,4618,1515,633,108,7,24149,2903,2811,3448,3740,4327,3717,2256,711,215,18,3,24975,2631,2588,3190,4054,4622,4212,2362,804,418,90,4
2021,03,읍면동,경기도 수원시 권선구 금곡동,45648,4863,4941,6135,6537,8157,7640,4363,1933,933,145,1,22562,2477,2615,3158,3229,4068,3697,2136,828,314,40,0,23086,2386,2326,2977,3308,4089,3943,2227,1105,619,105,1
2021,03,읍면동,경기도 수원시 권선구 서둔동,37829,2357,3158,5769,5231,5997,6736,5083,2410,955,128,5,19257,1185,1657,3068,2887,3186,3371,2469,1083,325,24,2,18572,1172,1501,2701,2344,2811,3365,2614,1327,630,104,3
