연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2021,03,읍면동,경기도 여주시 흥천면 ,5100,169,279,408,358,524,934,1241,727,387,71,2,2665,93,157,232,209,279,513,648,364,153,17,0,2435,76,122,176,149,245,421,593,363,234,54,2
2021,03,읍면동,경기도 연천군 ,43063,2655,3123,5325,4176,4863,6998,7657,5011,2828,404,23,22577,1349,1655,3377,2385,2669,3762,3973,2281,1007,112,7,20486,1306,1468,1948,1791,2194,3236,3684,2730,1821,292,16
2021,03,읍면동,경기도 연천군 군남면 ,3167,90,169,332,185,279,566,706,500,308,29,3,1691,48,92,231,109,171,309,388,226,108,8,1,1476,42,77,101,76,108,257,318,274,200,21,2
2021,03,읍면동,경기도 연천군 미산면 ,1770,49,66,137,126,130,330,487,259,161,23,2,952,27,38,88,73,80,177,278,116,67,7,1,818,22,28,49,53,50,153,209,143,94,16,1
2021,03,읍면동,경기도 연천군 백학면 ,2615,82,143,235,172,243,491,577,420,234,17,1,1407,40,85,147,107,140,275,306,201,100,6,0,1208,42,58,88,65,103,216,271,219,134,11,1
2021,03,읍면동,경기도 연천군 신서면 ,2728,60,106,325,144,238,406,655,501,259,32,2,1461,30,48,250,89,148,229,332,238,88,8,1,1267,30,58,75,55,90,177,323,263,171,24,1
2021,03,읍면동,경기도 연천군 연천읍 ,7827,676,447,1234,1019,802,1044,1137,867,513,84,4,4244,335,250,854,608,456,586,572,373,183,27,0,3583,341,197,380,411,346,458,565,494,330,57,4
2021,03,읍면동,경기도 연천군 왕징면 ,1015,25,47,77,66,75,159,237,218,99,11,1,544,15,30,48,39,50,89,125,104,42,1,1,471,10,17,29,27,25,70,112,114,57,10,0
2021,03,읍면동,경기도 연천군 장남면 ,729,23,35,58,41,61,132,169,128,70,12,0,369,15,18,36,22,42,63,85,61,27,0,0,360,8,17,22,19,19,69,84,67,43,12,0
2021,03,읍면동,경기도 연천군 전곡읍 ,19153,1520,1919,2422,2158,2620,3159,2794,1541,859,154,7,9731,782,981,1357,1170,1334,1646,1426,710,279,43,3,9422,738,938,1065,988,1286,1513,1368,831,580,111,4
2021,03,읍면동,경기도 연천군 중면,197,7,9,48,11,17,32,34,26,12,1,0,119,4,4,41,7,9,18,18,14,4,0,0,78,3,5,7,4,8,14,16,12,8,1,0
2021,03,읍면동,경기도 연천군 청산면 ,3862,123,182,457,254,398,679,861,551,313,41,3,2059,53,109,325,161,239,370,443,238,109,12,0,1803,70,73,132,93,159,309,418,313,204,29,3
2021,03,시군,경기도 오산시 ,230604,23226,24947,31546,38603,43592,33504,20661,9871,4114,509,31,119343,11827,12729,17043,20875,23155,17517,10229,4352,1506,101,9,111261,11399,12218,14503,17728,20437,15987,10432,5519,2608,408,22
2021,03,읍면동,경기도 오산시 남촌동 ,20394,894,1183,3838,4922,3788,2848,1755,819,315,28,4,12034,438,595,2177,3178,2366,1799,961,388,128,4,0,8360,456,588,1661,1744,1422,1049,794,431,187,24,4
2021,03,읍면동,경기도 오산시 대원동 ,64677,6057,7220,9772,10013,12088,9953,5553,2743,1126,149,3,33606,3083,3785,5381,5398,6345,5208,2755,1174,438,38,1,31071,2974,3435,4391,4615,5743,4745,2798,1569,688,111,2
2021,03,읍면동,경기도 오산시 세마동 ,32117,4002,3340,4072,5998,6133,4258,2723,1099,422,69,1,16429,2010,1701,2149,3131,3210,2160,1372,537,153,6,0,15688,1992,1639,1923,2867,2923,2098,1351,562,269,63,1
2021,03,읍면동,경기도 오산시 신장동 ,61106,6979,7041,7144,9854,11655,8493,5795,2810,1171,152,12,30851,3559,3565,3774,5096,6157,4278,2763,1231,391,34,3,30255,3420,3476,3370,4758,5498,4215,3032,1579,780,118,9
2021,03,읍면동,경기도 오산시 중앙동 ,36023,3926,4209,4467,5461,6807,5422,3295,1624,728,78,6,18053,2023,2071,2334,2791,3468,2769,1618,688,277,12,2,17970,1903,2138,2133,2670,3339,2653,1677,936,451,66,4
2021,03,읍면동,경기도 오산시 초평동 ,16287,1368,1954,2253,2355,3121,2530,1540,776,352,33,5,8370,714,1012,1228,1281,1609,1303,760,334,119,7,3,7917,654,942,1025,1074,1512,1227,780,442,233,26,2
2021,03,시군,경기도 용인시 ,1075421,99274,120661,138150,143848,199206,166732,108765,65843,28543,4249,150,533356,50761,61825,71627,71049,98334,84780,52022,29899,11900,1133,26,542065,48513,58836,66523,72799,100872,81952,56743,35944,16643,3116,124
2021,03,구,경기도 용인시 기흥구 ,440164,41852,50505,57075,58493,83226,67400,42010,26396,11449,1693,65,217273,21492,25927,29559,28640,40740,34041,19687,11843,4855,476,13,222891,20360,24578,27516,29853,42486,33359,22323,14553,6594,1217,52
2021,03,읍면동,경기도 용인시 기흥구 구갈동,41945,4283,3340,6697,7732,7053,6550,3643,1868,659,113,7,20899,2199,1704,3260,3885,3613,3304,1771,875,263,24,1,21046,2084,1636,3437,3847,3440,3246,1872,993,396,89,6
2021,03,읍면동,경기도 용인시 기흥구 구성동,39284,3276,4785,4339,4131,7683,5916,4350,3195,1396,206,7,19006,1694,2464,2260,1994,3712,2899,1914,1388,635,45,1,20278,1582,2321,2079,2137,3971,3017,2436,1807,761,161,6
2021,03,읍면동,경기도 용인시 기흥구 기흥동,21572,1819,2177,2553,2763,3827,3540,2737,1459,604,89,4,10701,927,1132,1357,1385,1930,1732,1277,688,259,13,1,10871,892,1045,1196,1378,1897,1808,1460,771,345,76,3
2021,03,읍면동,경기도 용인시 기흥구 동백1동 ,32966,3380,5689,3596,3332,7842,4756,2156,1502,623,87,3,15836,1663,2863,1812,1488,3706,2509,935,593,237,30,0,17130,1717,2826,1784,1844,4136,2247,1221,909,386,57,3
2021,03,읍면동,경기도 용인시 기흥구 동백2동 ,27294,2619,4665,3235,2340,6233,4348,2015,1205,555,78,1,13412,1364,2409,1674,1001,2858,2353,947,553,231,21,1,13882,1255,2256,1561,1339,3375,1995,1068,652,324,57,0
2021,03,읍면동,경기도 용인시 기흥구 동백3동 ,23456,2944,2960,2224,3073,4899,2704,2053,1720,788,89,2,11391,1538,1513,1096,1408,2408,1381,868,770,373,34,2,12065,1406,1447,1128,1665,2491,1323,1185,950,415,55,0
2021,03,읍면동,경기도 용인시 기흥구 마북동,32261,2630,3069,4083,4041,5372,5112,3762,2808,1206,171,7,15741,1376,1582,2090,1967,2594,2486,1763,1266,555,60,2,16520,1254,1487,1993,2074,2778,2626,1999,1542,651,111,5
2021,03,읍면동,경기도 용인시 기흥구 보라동,33640,2971,4345,4041,3862,6464,5280,3405,2213,917,134,8,16670,1546,2240,2061,1886,3207,2671,1605,1018,389,45,2,16970,1425,2105,1980,1976,3257,2609,1800,1195,528,89,6
2021,03,읍면동,경기도 용인시 기흥구 보정동,36473,3320,4556,4209,4053,7342,5380,3498,2807,1137,166,5,17926,1751,2362,2179,1876,3456,2773,1643,1304,532,50,0,18547,1569,2194,2030,2177,3886,2607,1855,1503,605,116,5
2021,03,읍면동,경기도 용인시 기흥구 상갈동,13295,926,1255,1977,1858,2368,2260,1309,883,416,43,0,6882,507,620,1055,1023,1227,1220,649,387,184,10,0,6413,419,635,922,835,1141,1040,660,496,232,33,0
2021,03,읍면동,경기도 용인시 기흥구 상하동,24921,1934,2798,3436,2791,4381,4485,2760,1574,661,96,5,12183,1020,1456,1770,1336,2101,2218,1318,693,248,23,0,12738,914,1342,1666,1455,2280,2267,1442,881,413,73,5
2021,03,읍면동,경기도 용인시 기흥구 서농동,26262,3137,2509,5277,4545,4482,3209,1889,834,338,41,1,13479,1548,1264,3111,2275,2307,1559,925,363,120,7,0,12783,1589,1245,2166,2270,2175,1650,964,471,218,34,1
2021,03,읍면동,경기도 용인시 기흥구 신갈동,38625,3332,3577,5102,6150,6567,6217,4052,2399,1091,130,8,19229,1672,1849,2538,3207,3289,3148,1991,1035,459,40,1,19396,1660,1728,2564,2943,3278,3069,2061,1364,632,90,7
2021,03,읍면동,경기도 용인시 기흥구 영덕1동 ,30590,3420,3535,3843,4601,5964,4866,2647,1170,454,86,4,15202,1737,1839,1985,2275,2950,2461,1251,539,149,15,1,15388,1683,1696,1858,2326,3014,2405,1396,631,305,71,3
2021,03,읍면동,경기도 용인시 기흥구 영덕2동 ,17580,1861,1245,2463,3221,2749,2777,1734,759,604,164,3,8716,950,630,1311,1634,1382,1327,830,371,221,59,1,8864,911,615,1152,1587,1367,1450,904,388,383,105,2
2021,03,구,경기도 용인시 수지구 ,377127,36455,45511,46584,51427,72502,55898,34403,23363,9572,1371,41,183838,18572,23143,23359,24370,34700,28334,16032,10620,4307,397,4,193289,17883,22368,23225,27057,37802,27564,18371,12743,5265,974,37
2021,03,읍면동,경기도 용인시 수지구 동천동,49575,5688,5386,5546,7821,9605,7090,4761,2587,923,163,5,24424,2964,2771,2779,3642,4728,3591,2289,1217,402,41,0,25151,2724,2615,2767,4179,4877,3499,2472,1370,521,122,5
2021,03,읍면동,경기도 용인시 수지구 상현1동 ,48529,4749,6137,6298,6739,9317,7079,4148,2785,1108,162,7,23406,2335,3096,3056,3183,4437,3571,1918,1261,511,37,1,25123,2414,3041,3242,3556,4880,3508,2230,1524,597,125,6
2021,03,읍면동,경기도 용인시 수지구 상현2동 ,33811,3311,4204,3873,4181,6494,5107,3076,2445,974,144,2,16454,1707,2173,1946,1966,3091,2556,1398,1121,450,46,0,17357,1604,2031,1927,2215,3403,2551,1678,1324,524,98,2
2021,03,읍면동,경기도 용인시 수지구 성복동,53960,5508,6536,5755,6154,10456,7909,5601,4312,1499,222,8,25976,2803,3224,2908,2684,4881,4035,2519,2104,753,63,2,27984,2705,3312,2847,3470,5575,3874,3082,2208,746,159,6
2021,03,읍면동,경기도 용인시 수지구 신봉동,38045,3472,5281,4072,4038,7901,5769,3492,2786,1086,147,1,18460,1742,2708,2104,1836,3654,2987,1614,1250,523,42,0,19585,1730,2573,1968,2202,4247,2782,1878,1536,563,105,1
2021,03,읍면동,경기도 용인시 수지구 죽전1동 ,56661,4907,7035,7885,6874,10741,8808,5295,3334,1572,203,7,27350,2480,3558,3899,3231,5129,4359,2498,1456,675,65,0,29311,2427,3477,3986,3643,5612,4449,2797,1878,897,138,7
2021,03,읍면동,경기도 용인시 수지구 죽전2동 ,18432,1474,1584,2788,3227,3032,2891,1818,1044,483,89,2,9124,775,814,1432,1631,1491,1415,855,483,199,29,0,9308,699,770,1356,1596,1541,1476,963,561,284,60,2
2021,03,읍면동,경기도 용인시 수지구 풍덕천1동,36647,2717,3637,5408,6228,6029,5437,3727,2327,997,132,8,18283,1410,1865,2796,3291,2948,2743,1734,1040,415,40,1,18364,1307,1772,2612,2937,3081,2694,1993,1287,582,92,7
2021,03,읍면동,경기도 용인시 수지구 풍덕천2동,41467,4629,5711,4959,6165,8927,5808,2485,1743,930,109,1,20361,2356,2934,2439,2906,4341,3077,1207,688,379,34,0,21106,2273,2777,2520,3259,4586,2731,1278,1055,551,75,1
2021,03,구,경기도 용인시 처인구 ,258130,20967,24645,34491,33928,43478,43434,32352,16084,7522,1185,44,132245,10697,12755,18709,18039,22894,22405,16303,7436,2738,260,9,125885,10270,11890,15782,15889,20584,21029,16049,8648,4784,925,35
2021,03,읍면동,경기도 용인시 처인구 남사읍,23705,3204,1950,1885,4190,4206,3071,2968,1509,612,107,3,11946,1604,974,1002,2077,2291,1542,1442,762,226,25,1,11759,1600,976,883,2113,1915,1529,1526,747,386,82,2
2021,03,읍면동,경기도 용인시 처인구 동부동,13050,667,1124,1839,1420,1952,2578,2042,980,377,68,3,6768,347,615,1027,804,1009,1301,1048,456,141,19,1,6282,320,509,812,616,943,1277,994,524,236,49,2
2021,03,읍면동,경기도 용인시 처인구 모현읍,26592,1947,2396,3426,3087,4496,4716,3712,1851,830,129,2,13903,1021,1234,1912,1615,2423,2543,1915,888,328,24,0,12689,926,1162,1514,1472,2073,2173,1797,963,502,105,2
2021,03,읍면동,경기도 용인시 처인구 백암면,8410,238,498,849,741,992,1564,1853,940,644,89,2,4549,136,263,515,448,608,874,1004,453,227,21,0,3861,102,235,334,293,384,690,849,487,417,68,2
2021,03,읍면동,경기도 용인시 처인구 양지면,18921,1265,1748,2345,2417,3100,3396,2723,1192,612,114,9,10050,664,935,1322,1386,1705,1776,1444,576,211,30,1,8871,601,813,1023,1031,1395,1620,1279,616,401,84,8
2021,03,읍면동,경기도 용인시 처인구 역삼동,44677,4801,4439,7179,7353,7741,6434,3926,1894,777,128,5,22384,2473,2257,3670,3774,3936,3144,1935,862,302,29,2,22293,2328,2182,3509,3579,3805,3290,1991,1032,475,99,3
2021,03,읍면동,경기도 용인시 처인구 원삼면,8208,342,511,733,724,1068,1603,1712,949,484,81,1,4276,172,272,412,423,589,850,883,485,173,17,0,3932,170,239,321,301,479,753,829,464,311,64,1
2021,03,읍면동,경기도 용인시 처인구 유림동,36152,3108,4333,4927,4509,6783,6205,3489,1867,814,112,5,18235,1571,2241,2659,2301,3400,3203,1731,798,303,28,0,17917,1537,2092,2268,2208,3383,3002,1758,1069,511,84,5
2021,03,읍면동,경기도 용인시 처인구 이동읍,20316,1551,1784,2136,2370,3315,3703,3045,1519,756,131,6,10389,760,933,1212,1312,1802,1937,1482,678,249,23,1,9927,791,851,924,1058,1513,1766,1563,841,507,108,5
2021,03,읍면동,경기도 용인시 처인구 중앙동,24769,1539,2238,4416,3180,3870,4190,3076,1456,696,101,7,12531,771,1134,2323,1756,2027,2089,1511,641,255,21,3,12238,768,1104,2093,1424,1843,2101,1565,815,441,80,4
2021,03,읍면동,경기도 용인시 처인구 포곡읍,33330,2305,3624,4756,3937,5955,5974,3806,1927,920,125,1,17214,1178,1897,2655,2143,3104,3146,1908,837,323,23,0,16116,1127,1727,2101,1794,2851,2828,1898,1090,597,102,1
2021,03,시군,경기도 의왕시 ,162443,12888,14393,23187,22644,24241,29177,21808,9109,4243,729,24,80839,6692,7398,12216,11675,11998,14050,10883,4287,1473,164,3,81604,6196,6995,10971,10969,12243,15127,10925,4822,2770,565,21
2021,03,읍면동,경기도 의왕시 고천동 ,14433,875,959,2477,2620,1738,2032,2187,1019,441,83,2,7330,471,508,1278,1455,904,958,1078,503,158,16,1,7103,404,451,1199,1165,834,1074,1109,516,283,67,1
2021,03,읍면동,경기도 의왕시 내손1동,21002,1518,2030,3247,2392,3127,4188,2752,1068,563,110,7,10301,790,1079,1674,1186,1467,2009,1391,492,190,23,0,10701,728,951,1573,1206,1660,2179,1361,576,373,87,7
2021,03,읍면동,경기도 의왕시 내손2동,23095,2327,2066,3195,3521,3522,4107,2747,997,518,93,2,11362,1200,1072,1661,1698,1739,1971,1383,443,173,22,0,11733,1127,994,1534,1823,1783,2136,1364,554,345,71,2
2021,03,읍면동,경기도 의왕시 부곡동 ,29529,2174,2419,4191,4140,4390,5155,3869,2022,1028,137,4,15034,1138,1241,2287,2257,2304,2570,1933,897,372,35,0,14495,1036,1178,1904,1883,2086,2585,1936,1125,656,102,4
2021,03,읍면동,경기도 의왕시 오전동 ,37413,2718,3820,4944,4642,5872,6805,5406,2182,874,148,2,18588,1358,1975,2610,2375,2858,3276,2712,1069,324,30,1,18825,1360,1845,2334,2267,3014,3529,2694,1113,550,118,1
2021,03,읍면동,경기도 의왕시 청계동 ,36971,3276,3099,5133,5329,5592,6890,4847,1821,819,158,7,18224,1735,1523,2706,2704,2726,3266,2386,883,256,38,1,18747,1541,1576,2427,2625,2866,3624,2461,938,563,120,6
2021,03,시군,경기도 의정부시,461143,33963,42135,64877,59663,74309,80292,58388,31148,14342,1899,127,227191,17530,21766,32835,30466,37360,39446,28275,13725,5322,439,27,233952,16433,20369,32042,29197,36949,40846,30113,17423,9020,1460,100
2021,03,읍면동,경기도 의정부시 가능동,25963,1494,2014,3594,3255,3839,4926,3804,2022,902,108,5,12996,762,1068,1876,1751,1969,2436,1886,891,340,16,1,12967,732,946,1718,1504,1870,2490,1918,1131,562,92,4
2021,03,읍면동,경기도 의정부시 녹양동,21957,1485,2115,2995,2585,3499,3946,2922,1542,741,125,2,10983,790,1149,1584,1326,1768,1960,1415,675,284,32,0,10974,695,966,1411,1259,1731,1986,1507,867,457,93,2
2021,03,읍면동,경기도 의정부시 송산1동 ,40283,3408,3564,5541,5716,6515,6974,4933,2253,1207,165,7,20008,1724,1857,2858,2976,3255,3394,2476,1041,397,28,2,20275,1684,1707,2683,2740,3260,3580,2457,1212,810,137,5
2021,03,읍면동,경기도 의정부시 송산2동 ,33676,2774,4231,4582,3779,6248,5997,3083,1901,939,139,3,16681,1432,2166,2428,1863,3019,3080,1492,802,369,29,1,16995,1342,2065,2154,1916,3229,2917,1591,1099,570,110,2
2021,03,읍면동,경기도 의정부시 송산3동 ,46734,6587,5177,5189,8203,9123,6111,3816,1714,713,98,3,22741,3376,2582,2580,3884,4589,2941,1779,767,216,26,1,23993,3211,2595,2609,4319,4534,3170,2037,947,497,72,2
2021,03,읍면동,경기도 의정부시 신곡1동 ,43521,2732,3940,6114,5107,6669,8532,5983,2937,1339,163,5,21395,1454,2019,3158,2645,3265,4099,2935,1321,469,29,1,22126,1278,1921,2956,2462,3404,4433,3048,1616,870,134,4
2021,03,읍면동,경기도 의정부시 신곡2동 ,48080,3436,5115,6940,5450,7662,8922,6099,2868,1373,211,4,23342,1804,2667,3521,2747,3697,4186,2944,1245,485,46,0,24738,1632,2448,3419,2703,3965,4736,3155,1623,888,165,4
2021,03,읍면동,경기도 의정부시 의정부1동 ,32219,1121,1623,6597,4852,4409,5503,4562,2287,1050,153,62,16432,593,822,3085,2679,2469,2989,2338,1009,400,36,12,15787,528,801,3512,2173,1940,2514,2224,1278,650,117,50
2021,03,읍면동,경기도 의정부시 의정부2동 ,31306,1778,2109,5360,4595,4778,5496,4053,2115,902,115,5,15511,935,1140,2598,2399,2477,2729,1925,922,351,32,3,15795,843,969,2762,2196,2301,2767,2128,1193,551,83,2
2021,03,읍면동,경기도 의정부시 자금동,26978,1917,2448,3770,3176,4147,5060,3532,1868,939,116,5,13188,949,1282,1964,1590,2048,2444,1740,812,326,32,1,13790,968,1166,1806,1586,2099,2616,1792,1056,613,84,4
2021,03,읍면동,경기도 의정부시 장암동,20545,1480,2057,2415,2249,3436,3416,2856,1713,796,118,9,9805,739,1060,1204,1118,1697,1615,1363,720,270,18,1,10740,741,997,1211,1131,1739,1801,1493,993,526,100,8
2021,03,읍면동,경기도 의정부시 호원1동 ,36204,2275,2795,4744,4520,5749,5899,5281,3465,1330,144,2,17651,1183,1425,2290,2305,2998,2841,2410,1581,573,44,1,18553,1092,1370,2454,2215,2751,3058,2871,1884,757,100,1
2021,03,읍면동,경기도 의정부시 호원2동 ,35004,2391,3395,4542,3976,5549,5986,4620,2991,1393,156,5,16970,1226,1712,2328,2002,2676,2934,2157,1300,578,56,1,18034,1165,1683,2214,1974,2873,3052,2463,1691,815,100,4
2021,03,읍면동,경기도 의정부시 흥선동,18673,1085,1552,2494,2200,2686,3524,2844,1472,718,88,10,9488,563,817,1361,1181,1433,1798,1415,639,264,15,2,9185,522,735,1133,1019,1253,1726,1429,833,454,73,8
2021,03,시군,경기도 이천시 ,218565,18515,21956,30300,30378,34666,35186,26686,13059,6836,950,33,113087,9583,11387,17147,16320,17930,18329,13641,6009,2511,222,8,105478,8932,10569,13153,14058,16736,16857,13045,7050,4325,728,25
2021,03,읍면동,경기도 이천시 관고동 ,10264,574,784,1484,1369,1457,1949,1601,699,308,38,1,5246,308,365,770,794,756,991,839,304,109,10,0,5018,266,419,714,575,701,958,762,395,199,28,1
2021,03,읍면동,경기도 이천시 대월면 ,14475,1189,1186,2614,2492,2100,1962,1581,870,411,69,1,7372,622,589,1291,1326,1148,1038,800,394,146,18,0,7103,567,597,1323,1166,952,924,781,476,265,51,1
2021,03,읍면동,경기도 이천시 마장면 ,14585,1530,1108,2204,2639,2051,2045,1641,862,430,72,3,7941,806,559,1346,1504,1174,1106,859,409,158,18,2,6644,724,549,858,1135,877,939,782,453,272,54,1
2021,03,읍면동,경기도 이천시 모가면 ,4451,139,275,372,362,504,841,979,571,361,45,2,2392,80,164,232,229,290,460,515,274,137,11,0,2059,59,111,140,133,214,381,464,297,224,34,2
2021,03,읍면동,경기도 이천시 백사면 ,11276,787,855,1323,1257,1612,2171,1758,895,524,90,4,5753,406,448,742,640,849,1105,916,409,212,25,1,5523,381,407,581,617,763,1066,842,486,312,65,3
2021,03,읍면동,경기도 이천시 부발읍 ,36127,3226,4474,5144,5049,6684,5554,3475,1625,803,91,2,18962,1642,2313,3027,2685,3423,2990,1813,757,293,19,0,17165,1584,2161,2117,2364,3261,2564,1662,868,510,72,2
2021,03,읍면동,경기도 이천시 설성면 ,4713,165,223,395,368,494,872,1048,661,419,61,7,2488,78,117,236,227,303,486,551,319,159,10,2,2225,87,106,159,141,191,386,497,342,260,51,5
2021,03,읍면동,경기도 이천시 신둔면 ,13798,1084,989,1620,1840,2005,2570,2131,1008,467,81,3,7205,557,522,869,1003,1087,1357,1129,477,186,17,1,6593,527,467,751,837,918,1213,1002,531,281,64,2
2021,03,읍면동,경기도 이천시 율면,2640,58,118,176,148,238,430,682,397,345,46,2,1360,35,61,104,92,157,226,357,186,131,10,1,1280,23,57,72,56,81,204,325,211,214,36,1
2021,03,읍면동,경기도 이천시 장호원읍,14633,962,1362,1531,1488,1994,2487,2466,1420,822,99,2,7440,486,727,917,787,1026,1300,1220,658,295,24,0,7193,476,635,614,701,968,1187,1246,762,527,75,2
2021,03,읍면동,경기도 이천시 중리동 ,14873,916,923,3056,2441,1873,2293,1939,944,424,61,3,8439,474,478,2113,1544,1026,1189,979,451,168,16,1,6434,442,445,943,897,847,1104,960,493,256,45,2
2021,03,읍면동,경기도 이천시 증포동 ,53819,6607,7802,6902,8081,10382,8006,3819,1416,709,95,0,26905,3426,4086,3644,3868,5012,4084,1947,592,229,17,0,26914,3181,3716,3258,4213,5370,3922,1872,824,480,78,0
2021,03,읍면동,경기도 이천시 창전동 ,17172,966,1530,2847,2191,2555,2918,2482,1117,507,57,2,8552,505,785,1515,1233,1259,1392,1151,520,174,18,0,8620,461,745,1332,958,1296,1526,1331,597,333,39,2
2021,03,읍면동,경기도 이천시 호법면 ,5739,312,327,632,653,717,1088,1084,574,306,45,1,3032,158,173,341,388,420,605,565,259,114,9,0,2707,154,154,291,265,297,483,519,315,192,36,1
2021,03,시군,경기도 파주시 ,468501,43855,49305,57294,66892,81012,73925,50843,28721,14504,2066,84,237528,22408,25330,30404,35347,41485,38709,25338,12656,5303,527,21,230973,21447,23975,26890,31545,39527,35216,25505,16065,9201,1539,63
2021,03,읍면동,경기도 파주시 광탄면 ,11334,466,636,1222,1014,1323,2292,2273,1247,710,148,3,6184,240,356,759,606,782,1284,1265,622,237,32,1,5150,226,280,463,408,541,1008,1008,625,473,116,2
2021,03,읍면동,경기도 파주시 교하동 ,42187,3864,5514,4790,5188,8292,6984,4103,2161,1108,171,12,21409,1959,2890,2605,2633,4106,3750,2087,941,403,34,1,20778,1905,2624,2185,2555,4186,3234,2016,1220,705,137,11
2021,03,읍면동,경기도 파주시 금촌1동,22217,1116,1488,3445,2787,3266,4211,3151,1797,835,118,3,11807,575,786,1943,1639,1784,2376,1598,786,289,31,0,10410,541,702,1502,1148,1482,1835,1553,1011,546,87,3
2021,03,읍면동,경기도 파주시 금촌2동,33029,3221,4248,4224,4388,5994,5277,2935,1759,869,110,4,16154,1652,2194,2129,2227,2860,2695,1341,724,309,21,2,16875,1569,2054,2095,2161,3134,2582,1594,1035,560,89,2
2021,03,읍면동,경기도 파주시 금촌3동,27427,2256,2759,3836,3589,4309,4743,3223,1712,884,114,2,14062,1122,1450,2106,1925,2229,2452,1620,780,345,32,1,13365,1134,1309,1730,1664,2080,2291,1603,932,539,82,1
2021,03,읍면동,경기도 파주시 문산읍 ,48286,4796,4757,5764,7538,7525,6971,5387,3482,1820,236,10,24709,2423,2450,3172,4179,4003,3639,2613,1497,648,81,4,23577,2373,2307,2592,3359,3522,3332,2774,1985,1172,155,6
2021,03,읍면동,경기도 파주시 법원읍 ,10545,334,702,1304,875,1172,2116,2033,1259,654,96,0,5635,187,376,812,502,673,1158,1082,598,215,32,0,4910,147,326,492,373,499,958,951,661,439,64,0
2021,03,읍면동,경기도 파주시 운정1동,48561,5239,6096,5878,7157,9310,7282,4338,2134,979,142,6,23740,2665,3024,2831,3558,4585,3626,2105,950,364,32,0,24821,2574,3072,3047,3599,4725,3656,2233,1184,615,110,6
2021,03,읍면동,경기도 파주시 운정2동,62975,8869,7576,6644,11644,12505,7657,4362,2444,1112,157,5,30751,4538,3820,3160,5765,6242,3799,1986,982,416,41,2,32224,4331,3756,3484,5879,6263,3858,2376,1462,696,116,3
2021,03,읍면동,경기도 파주시 운정3동,84430,9862,9971,10089,13665,16862,11926,6716,3519,1634,179,7,41390,5085,5108,4973,6677,8329,5917,3171,1459,622,48,1,43040,4777,4863,5116,6988,8533,6009,3545,2060,1012,131,6
2021,03,읍면동,경기도 파주시 월롱면 ,9009,186,274,1961,2157,975,1323,1162,574,345,52,0,5763,89,153,1195,1755,696,818,648,283,115,11,0,3246,97,121,766,402,279,505,514,291,230,41,0
2021,03,읍면동,경기도 파주시 장단출장소,551,19,32,55,47,71,104,93,86,41,3,0,279,8,13,29,21,50,52,52,35,17,2,0,272,11,19,26,26,21,52,41,51,24,1,0
2021,03,읍면동,경기도 파주시 적성면 ,7511,559,519,950,865,807,1194,1259,895,387,74,2,4050,285,296,604,490,464,649,674,414,155,19,0,3461,274,223,346,375,343,545,585,481,232,55,2
2021,03,읍면동,경기도 파주시 조리읍 ,29980,1730,2733,3718,2934,4467,5930,4591,2465,1239,162,11,15244,863,1373,2013,1609,2306,3110,2329,1121,476,41,3,14736,867,1360,1705,1325,2161,2820,2262,1344,763,121,8
2021,03,읍면동,경기도 파주시 진동면 ,166,6,14,4,11,17,30,30,33,19,2,0,92,3,5,4,6,7,20,16,18,11,2,0,74,3,9,0,5,10,10,14,15,8,0,0
2021,03,읍면동,경기도 파주시 탄현면 ,13273,635,989,1487,1452,2101,2576,2076,1166,673,110,8,7197,337,512,879,852,1187,1469,1126,553,258,23,1,6076,298,477,608,600,914,1107,950,613,415,87,7
2021,03,읍면동,경기도 파주시 파주읍 ,13148,604,809,1497,1339,1669,2541,2313,1397,847,124,8,7026,325,425,907,763,980,1462,1215,620,296,31,2,6122,279,384,590,576,689,1079,1098,777,551,93,6
2021,03,읍면동,경기도 파주시 파평면 ,3872,93,188,426,242,347,768,798,591,348,68,3,2036,52,99,283,140,202,433,410,273,127,14,3,1836,41,89,143,102,145,335,388,318,221,54,0
2021,03,시군,경기도 평택시 ,544368,49471,53668,74995,82252,94681,87790,56705,28458,14300,1951,97,282242,25170,27691,41253,44836,50568,46245,28439,12484,5062,466,28,262126,24301,25977,33742,37416,44113,41545,28266,15974,9238,1485,69
2021,03,읍면동,경기도 평택시 고덕면 ,24709,2823,1964,3800,4804,3960,3572,2145,1019,534,87,1,13105,1404,981,2252,2627,2205,1855,1088,490,190,12,1,11604,1419,983,1548,2177,1755,1717,1057,529,344,75,0
2021,03,읍면동,경기도 평택시 비전1동,87450,11251,9492,11650,16914,16660,11817,5999,2424,1094,145,4,44391,5738,4921,6017,8729,8537,6012,2949,1077,375,35,1,43059,5513,4571,5633,8185,8123,5805,3050,1347,719,110,3
