시군명,읍면동명,등록동물수(마리),(등록주체)시군구등록,(등록주체)대행업체등록,(등록주체)기타,(RFID종류)내장형,(RFID종류)외장형,(RFID종류)인식표,등록품종수,등록소유자수,동물소유자당등록동물수,해당동의등록대행업체수,데이터기준일자
화성시,정남면,503,45,457,1,263,184,56,53,327,1.54,1,2020-03-11
화성시,정남면,503,45,457,1,263,184,56,53,327,1.54,1,2020-03-11
화성시,중동,30,20,10,0,3,5,22,9,6,5,,2020-03-11
화성시,진안동,1427,41,1385,1,732,579,116,60,1069,1.33,2,2020-03-11
화성시,진안동,1427,41,1385,1,732,579,116,60,1069,1.33,2,2020-03-11
화성시,청계동,1080,67,1013,0,598,412,70,47,875,1.23,2,2020-03-11
화성시,청계동,1080,67,1013,0,598,412,70,47,875,1.23,2,2020-03-11
화성시,팔탄면,428,73,354,1,148,189,91,44,249,1.72,,2020-03-11
화성시,팔탄면,428,73,354,1,148,189,91,44,249,1.72,,2020-03-11
화성시,향남읍,3107,277,2828,2,1121,1633,353,82,2269,1.37,5,2020-03-11
화성시,향남읍,3107,277,2828,2,1121,1633,353,82,2269,1.37,5,2020-03-11
화성시,활초동,15,0,15,0,4,11,0,7,11,1.36,,2020-03-11
화성시,황계동,36,15,21,0,8,8,20,12,11,3.27,,2020-03-11
화성시,황계동,36,15,21,0,8,8,20,12,11,3.27,,2020-03-11

